Name,Image URL,Price,Manufacturer,Part #,Capacity,Price / GB,Type,Cache,Form Factor,Interface,NVME
ADATA Premier SP600NS34,https://images-na.ssl-images-amazon.com/images/I/51Och7lAzZL.jpg,,"
ADATA
",ASP600NS34-256GM-C,"
256 GB
",N/A,"
SSD
",N/A,"
M.2-2242
","
M.2 SATA
",No
Patriot Blast,//cdna.pcpartpicker.com/static/forever/images/product/792fd2dde888210a8fa6a28d641920e6.256p.jpg,,"
Patriot
",PBT240GS25SSDBK,"
240 GB
",N/A,"
SSD
","
256 MB
","
2.5",,
Toshiba Q300,https://m.media-amazon.com/images/I/41hxkmD-QNL.jpg,,"
Toshiba
",HDTS712XZSTA,"
120 GB
",N/A,"
SSD
",N/A,"
2.5",,
Western Digital RE,https://m.media-amazon.com/images/I/51MroABNTbL.jpg,,"
Western Digital
",WD5001FSYZ,"
5 TB
",N/A,"
7200 RPM
","
128 MB
","
3.5",,
Samsung PM863,//cdna.pcpartpicker.com/static/forever/images/product/d7318d5bdc7f418918542bee8a55fe36.256p.jpg,,"
Samsung
",MZ-7LM3T8E,"
3.84 TB
",N/A,"
SSD
",N/A,"
2.5",,
PNY CS1311,//cdna.pcpartpicker.com/static/forever/images/product/c09b66a4e9039aa6cd7a5d4ee664e084.256p.jpg,,"
PNY
",SSD7CS1311-960-RB,"
960 GB
",N/A,"
SSD
",N/A,"
2.5",,
Kingston SSDNow UV300,https://m.media-amazon.com/images/I/51SUxnzapSL.jpg,,"
Kingston
",SUV300S37A/120G,"
120 GB
",N/A,"
SSD
",N/A,"
2.5",,
Plextor M8Pe,//cdna.pcpartpicker.com/static/forever/images/product/2f3d43c40e4bf6206d4e7df2b0815d2f.256p.jpg,,"
Plextor
",PX-128M8PeY,"
128 GB
",N/A,"
SSD
","
512 MB
","
PCIe
","
PCIe x4
",No
ADATA XPG SX8000,//cdna.pcpartpicker.com/static/forever/images/product/05cf4caa1d0104b19684ac988148c78a.256p.jpg,,"
ADATA
",ASX8000NP-128GM-C,"
128 GB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No
Patriot Hellfire,https://m.media-amazon.com/images/I/41M0e8VBUnL.jpg,,"
Patriot
",PH240GPM280SSDR,"
240 GB
",N/A,"
SSD
","
256 MB
","
M.2-2280
","
M.2 PCIe 3.0 X4
",No
ADATA SU800,//cdna.pcpartpicker.com/static/forever/images/product/9a1fd46021dedbd1ac852728cd7ba380.256p.jpg,,"
ADATA
",ASU800NS38-256GT-C,"
256 GB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 SATA
",No
Seagate BarraCuda,//cdna.pcpartpicker.com/static/forever/images/product/7b32456c52b72f515a163ec06acdad32.256p.jpg,,"
Seagate
",ST31000333AS,"
1 TB
",N/A,"
7200 RPM
","
32 MB
","
3.5",,
Intel Pro 6000p,//cdna.pcpartpicker.com/static/forever/images/product/fec0f6f934dea7f74ff061d6f84d47c5.256p.jpg,$108.00 ,"
Intel
",SSDPEKKF512G7X1,"
512 GB
","
$0.211
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No
Patriot Spark,//cdna.pcpartpicker.com/static/forever/images/product/d71ad5f4a6ea740312ccdc02d8b689a1.256p.jpg,$90.00 ,"
Patriot
",PSK128GS25SSDR,"
128 GB
","
$0.703
","
SSD
",N/A,"
2.5",,
Toshiba OCZ TR200,//cdna.pcpartpicker.com/static/forever/images/product/46e4565d7bb805fa768996e995c13269.256p.jpg,,"
Toshiba
",THN-TR20Z9600U8(CS,"
960 GB
",N/A,"
SSD
",N/A,"
2.5",,
Western Digital Purple,//cdna.pcpartpicker.com/static/forever/images/product/36dc37a5be4753cebbbbbac59ed760f8.256p.jpg,$228.85 ,"
Western Digital
",WD80PURZ,"
8 TB
","
$0.029
","
5400 RPM
","
128 MB
","
3.5",,
XPG GAMMIX S10,/static/forever/img/no-image.png,,"
XPG
",ASX7000NPC-256GT-C,"
256 GB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No
XPG GAMMIX S10,https://m.media-amazon.com/images/I/41p8jJkdvyL.jpg,,"
XPG
",ASX7000NPC-128GT-C,"
128 GB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No
ADATA Ultimate SU650,//cdna.pcpartpicker.com/static/forever/images/product/6daa7e216622c024715364c8afcb0014.256p.jpg,,"
ADATA
",ASU650SS-480GT-C,"
480 GB
",N/A,"
SSD
",N/A,"
2.5",,
Hitachi 0F27402,//cdna.pcpartpicker.com/static/forever/images/product/79d99aeaa7e63b766f9be2125a18c734.256p.jpg,$257.73 ,"
Hitachi
",0F27402,"
10 TB
","
$0.026
","
7200 RPM
","
256 MB
","
3.5",,
Hitachi 0F29530,//cdna.pcpartpicker.com/static/forever/images/product/e320da91e16b1782626d985a3fc070f3.256p.jpg,,"
Hitachi
",0F29530,"
12 TB
",N/A,"
7200 RPM
","
256 MB
","
3.5",,
Kingston UV500B,//cdna.pcpartpicker.com/static/forever/images/product/a726ecce9affd56ec107cef58723d321.256p.jpg,,"
Kingston
",SUV500M8/240G,"
240 GB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 SATA
",No
Silicon Power S55,//cdna.pcpartpicker.com/static/forever/images/product/8191ede6afa6b0a5745bc2cf9ea0c323.256p.jpg,,"
Silicon Power
",SP480GBSS3S55S25AE,"
480 GB
",N/A,"
SSD
",N/A,"
2.5",,
TEAMGROUP L5 LITE,//cdna.pcpartpicker.com/static/forever/images/product/d5a2f9367154b1e92d2fd2feaf290bf5.256p.jpg,,"
TEAMGROUP
",T2535T480G0C101,"
480 GB
",N/A,"
SSD
",N/A,"
2.5",,
Eluktronics TRO-1TB-PRO-X,/static/forever/img/no-image.png,,"
Eluktronics
",TRO-1TB-PRO-X,"
1 TB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No
ADATA XPG GAMMIX S11,https://images-na.ssl-images-amazon.com/images/I/41876Rv5-XL.jpg,,"
ADATA
",AGAMMIXS11-480GT-C,"
480 GB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No
Corsair MP300,//cdna.pcpartpicker.com/static/forever/images/product/0ade4d1e05e3e49ea44643b1d9b5e3de.256p.jpg,,"
Corsair
",CSSD-F960GBMP300,"
960 GB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No
Kingston HyperX FURY RGB BUNDLE,https://m.media-amazon.com/images/I/41PlN3uUI-L.jpg,,"
Kingston
",SHFR200B/960G,"
960 GB
",N/A,"
SSD
",N/A,"
2.5",,
Toshiba N300,//cdna.pcpartpicker.com/static/forever/images/product/ff42ca80d05d6616b2578aa7eee6d914.256p.jpg,,"
Toshiba
",HDWQ140XZSTA,"
4 TB
",N/A,"
7200 RPM
","
128 MB
","
3.5",,
Seagate Enterprise Capacity,//cdna.pcpartpicker.com/static/forever/images/product/93052739860f0fff2002dc6ffce145e9.256p.jpg,,"
Seagate
",ST2000NM0065,"
2 TB
",N/A,"
7200 RPM
","
128 MB
","
3.5",,
Seagate Enterprise Capacity,//cdna.pcpartpicker.com/static/forever/images/product/5d9d2aadfffe88dc76a7fe066a46d6cf.256p.jpg,,"
Seagate
",ST2000NX0403,"
2 TB
",N/A,"
7200 RPM
","
128 MB
","
2.5",,
Seagate Barracuda Compute,//cdna.pcpartpicker.com/static/forever/images/product/7d5796f959ee17182226ba05304714c3.256p.jpg,,"
Seagate
",ZA2000CM10002,"
2 TB
",N/A,"
SSD
",N/A,"
2.5",,
Toshiba N300,//cdna.pcpartpicker.com/static/forever/images/product/e2c3928ad9e17878f823bfe66115ba50.256p.jpg,$443.95 ,"
Toshiba
",HDWG21EXZSTA,"
14 TB
","
$0.032
","
7200 RPM
","
256 MB
","
3.5",,
Patriot Scorch,//cdna.pcpartpicker.com/static/forever/images/product/0654133864c352cca00349bfe84b10b1.256p.jpg,,"
Patriot
",PS256GPM280SSDR,"
256 GB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X2
",No
Lexar NS200,//cdna.pcpartpicker.com/static/forever/images/product/cd701307c082c49c02fa16b5baec78b7.256p.jpg,$59.99 ,"
Lexar
",LNS200-240RBNA,"
240 GB
","
$0.250
","
SSD
",N/A,"
2.5",,
ADATA SU635,https://m.media-amazon.com/images/I/31JJxj5k8aL.jpg,,"
ADATA
",ASU635SS-960GQ-R,"
960 GB
",N/A,"
SSD
",N/A,"
2.5",,
Toshiba MQ01ABD100M,//cdna.pcpartpicker.com/static/forever/images/product/c43bbf4383748da0e9e6ea194b9a117e.256p.jpg,,"
Toshiba
",MQ01ABD100M,"
1 TB
",N/A,"
5400 RPM
","
8 MB
","
2.5",,
Seagate EXOS Enterprise,//cdna.pcpartpicker.com/static/forever/images/product/85fc9f860a40f0ccae1e8f82cf879f6f.256p.jpg,$242.40 ,"
Seagate
",ST6000NM021A,"
6 TB
","
$0.040
","
7200 RPM
","
256 MB
","
3.5",,
Mushkin RAW,//cdna.pcpartpicker.com/static/forever/images/product/841a22211cfef4c1762ba05f137fa9cd.256p.jpg,,"
Mushkin
",MKNSSDRW250GB,"
250 GB
",N/A,"
SSD
",N/A,"
2.5",,
Pioneer APS-SE20G-512,https://m.media-amazon.com/images/I/41LDaKwsSBL.jpg,$87.61 ,"
Pioneer
",APS-SE20G-512,"
512 GB
","
$0.171
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No
Samsung PM871b,/static/forever/img/no-image.png,,"
Samsung
",MZ7LN512HAJQ,"
512 GB
",N/A,"
SSD
",N/A,"
2.5",,
Synology SNV3000,//cdna.pcpartpicker.com/static/forever/images/product/7a5b2d0d0e24802d69f2b3c81122d45b.256p.jpg,,"
Synology
",SNV3500-400G,"
400 GB
",N/A,"
SSD
",N/A,"
M.2-22110
","
M.2 PCIe 3.0 X4
",No
Apacer AS340 PANTHER,//cdna.pcpartpicker.com/static/forever/images/product/4b2db3f368be493e274a9cc85629c213.256p.jpg,$276.00 ,"
Apacer
",AP960GAS340G-1,"
960 GB
","
$0.287
","
SSD
",N/A,"
2.5",,
Western Digital SanDisk Extreme PRO,https://m.media-amazon.com/images/I/41ZLcqyUs5L.jpg,,"
Western Digital
",SDSSDXPM2-2T00-G25,"
2 TB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No
YMTC ZHITAI,/static/forever/img/no-image.png,,"
YMTC
",PC005,"
512 GB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No
HP EX900 Pro,/static/forever/img/no-image.png,,"
HP
",9XL75AA#ABA,"
256 GB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No
Seagate Exos 7E10 512e/4Kn,//cdna.pcpartpicker.com/static/forever/images/product/ebb301af1b98908c41af5b3e2698facb.256p.jpg,$99.99 ,"
Seagate
",ST2000NM017B,"
2 TB
","
$0.050
","
7200 RPM
","
256 MB
","
3.5",,
ADATA ATOM 30,https://m.media-amazon.com/images/I/31PXN8l-AdL.jpg,,"
ADATA
",AATO-30-2TCI,"
2 TB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No
ADATA ATOM 50,/static/forever/img/no-image.png,,"
ADATA
",AATO-50-512GTCI,"
512 GB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No
Micron 7400 PRO,/static/forever/img/no-image.png,,"
Micron
",MTFDKBG1T9TDZ-1AZ1ZA,"
1.92 TB
",N/A,"
SSD
",N/A,"
M.2-22110
","
M.2 PCIe 4.0 X4
",No
Seagate Exos X18,/static/forever/img/no-image.png,,"
Seagate
",ST16000NM007J,"
16 TB
",N/A,"
7200 RPM
","
256 MB
","
3.5",,
TEAMGROUP T-Force Cardea A440 Pro Special Series,//cdna.pcpartpicker.com/static/forever/images/product/93ce4aac177fcf6c97b2c2fee4353283.256p.jpg,,"
TEAMGROUP
",TM8FPY002T0C129,"
2 TB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No
TEAMGROUP Cardea Z440 TUF Gaming Alliance,/static/forever/img/no-image.png,,"
TEAMGROUP
",TM8FPC001T0C128,"
1 TB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB,https://m.media-amazon.com/images/I/51R-jz1DnSL.jpg,,"
TEAMGROUP
",T253TT500G3C313,"
500 GB
",N/A,"
SSD
",N/A,"
2.5",,
Klevv NEO N400,https://m.media-amazon.com/images/I/41Ty1VODRxL.jpg,,"
Klevv
",K240GSSDS3-N40,"
240 GB
",N/A,"
SSD
",N/A,"
2.5",,
Klevv CRAS C700 RGB,https://m.media-amazon.com/images/I/41fWJpz9kLL.jpg,,"
Klevv
",K960GM2SP0-C7R,"
960 GB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No
Timetec 30TT253X2,/static/forever/img/no-image.png,,"
Timetec
",30TT253X2-256GB,"
256 GB
",N/A,"
SSD
",N/A,"
2.5",,
Toshiba N300,//cdna.pcpartpicker.com/static/forever/images/product/8e164fb868d3d54ff73c30619cc2dcb3.256p.jpg,$199.00 ,"
Toshiba
",HDWG460XZSTA,"
6 TB
","
$0.033
","
7200 RPM
","
256 MB
","
3.5",,
ADATA ISSS333-512GD,//cdna.pcpartpicker.com/static/forever/images/product/685c3e49f7b46ad2f58cdda46e61acd9.256p.jpg,,"
ADATA
",ISSS333-512GD,"
512 GB
",N/A,"
SSD
",N/A,"
2.5",,
Seagate Exos X16,/static/forever/img/no-image.png,,"
Seagate
",ST14000NM010G,"
14 TB
",N/A,"
7200 RPM
","
256 MB
","
3.5",,
V7 V7SSD512GBS25U,https://m.media-amazon.com/images/I/31cOF3R659L.jpg,$51.97 ,"
V7
",V7SSD512GBS25U,"
512 GB
","
$0.102
","
SSD
",N/A,"
2.5",,
Nextorage G-Series,//cdna.pcpartpicker.com/static/forever/images/product/8f7e687b9bba6fa5f3d8f92f8ce099f8.256p.jpg,,"
Nextorage
","NE1N2TB/GHNN SYM, NE1N2TB/GHNEL SYM","
2 TB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No
Fastro MS150,/static/forever/img/no-image.png,,"
Fastro
",MS150512GTS,"
512 GB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No
Seagate Beskar Ingot Drive Special Edition FireCuda,/static/forever/img/no-image.png,,"
Seagate
",ZP500GM30033,"
500 GB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No
Intel D3-S4620,//cdna.pcpartpicker.com/static/forever/images/product/cf67aaa442998a29f4c684a78105fa3d.256p.jpg,$323.44 ,"
Intel
",SSDSC2KG019TZ01,"
1.92 TB
","
$0.168
","
SSD
",N/A,"
2.5",,
MSI SPATIUM M460,/static/forever/img/no-image.png,,"
MSI
",SPATIUM-M460-250GB,"
250 GB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No
MSI SPATIUM M460,/static/forever/img/no-image.png,,"
MSI
",SPATIUM-M460-500GB,"
500 GB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No
Leven JPS600,/static/forever/img/no-image.png,,"
Leven
",JPS600-4TB,"
4 TB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No
Leven JPS800,/static/forever/img/no-image.png,,"
Leven
",JPS800-512GB,"
512 GB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No
VisionTek DLX3,//cdna.pcpartpicker.com/static/forever/images/product/f8c2aa96079078dcc9163f19e0b38941.256p.jpg,$49.96 ,"
VisionTek
",901555,"
512 GB
","
$0.098
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No
Lexar NM700,//cdna.pcpartpicker.com/static/forever/images/product/953c862dec24346b2343c5c017f5bcc2.256p.jpg,,"
Lexar
",LNM700-256RBNA,"
256 GB
",N/A,"
SSD
",N/A,"
2.5",,
Nextorage G-Series,/static/forever/img/no-image.png,,"
Nextorage
",NE1N1TB,"
1 TB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No
Oyen Digital E13S-2242-1024PH,https://m.media-amazon.com/images/I/41tw2c++3nL.jpg,$89.00 ,"
Oyen Digital
",E13S-2242-1024PH,"
1 TB
","
$0.089
","
SSD
",N/A,"
M.2-2242
","
M.2 PCIe 3.0 X4
",No
VisionTek DLX4,//cdna.pcpartpicker.com/static/forever/images/product/7b284b85deeb5b368340d41497b65b5a.256p.jpg,$103.99 ,"
VisionTek
",901562,"
1 TB
","
$0.104
","
SSD
",N/A,"
M.2-2242
","
M.2 PCIe 4.0 X4
",No
KingSpec XG7000 PRO,/static/forever/img/no-image.png,,"
KingSpec
",XG 7000 PRO-512GB,"
512 GB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No
NEMIX RAM NEMESIS,https://m.media-amazon.com/images/I/41yAdaDTbxL.jpg,$318.99 ,"
NEMIX RAM
",NMS-M2G4N-4TB,"
4 TB
","
$0.080
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No
TEAMGROUP T-FORCE G50,/static/forever/img/no-image.png,,"
TEAMGROUP
",TM8FFE512G0C129,"
512 GB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No
TEAMGROUP T-FORCE G70 PRO Aluminum,/static/forever/img/no-image.png,,"
TEAMGROUP
",TM8FFH512G0C128,"
512 GB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No
Seagate Barracuda PCIe,//cdna.pcpartpicker.com/static/forever/images/product/7910cdc48e157f29f7eab9a92268f54d.256p.jpg,,"
Seagate
",ZP250CV3A002,"
250 GB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No
HP FX700,//cdna.pcpartpicker.com/static/forever/images/product/305933b13d70a38c9e1d2a5bcaddbcb6.256p.jpg,,"
HP
",8U2N1AA,"
500 GB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No
ADATA Ultimate SU650,//cdna.pcpartpicker.com/static/forever/images/product/7ceae6a864c5debe1e6699a73ad9cc2a.256p.jpg,$51.96 ,"
ADATA
",ASU650NS38-480GT-C,"
480 GB
","
$0.108
","
SSD
",N/A,"
M.2-2280
","
M.2 SATA
",No
Gigabyte M30,//cdna.pcpartpicker.com/static/forever/images/product/70e1432e477dec5693f89a2f09a9b7c9.256p.jpg,,"
Gigabyte
",GP-GM301TB-G,"
1 TB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No
ADATA LEGEND 700,/static/forever/img/no-image.png,,"
ADATA
",ALEG-700-2000GCS,"
2 TB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No
Lexar NM1090 w/ Heatsink,/static/forever/img/no-image.png,,"
Lexar
","LNM1090002T-RNANU, LNM1090002T-RNANG","
2 TB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 5.0 X4
",No
PNY CS2142,//cdna.pcpartpicker.com/static/forever/images/product/12bc0f857dad61ed9d2eb30ae072c9f1.256p.jpg,$159.99 ,"
PNY
",M230CS2142-2TB-TB,"
2 TB
","
$0.080
","
SSD
",N/A,"
M.2-2230
","
M.2 PCIe 4.0 X4
",No
Seagate Nytro Enterprise,//cdna.pcpartpicker.com/static/forever/images/product/91efeda6ff596b3f9ad37ef374777bd4.256p.jpg,"$1,299.00 ","
Seagate
",XS3200LE10003,"
3.2 TB
","
$0.406
","
SSD
",N/A,"
2.5",,
Toshiba S300,//cdna.pcpartpicker.com/static/forever/images/product/a0fee8b42effa886d4530dfb792bd9a4.256p.jpg,$201.75 ,"
Toshiba
",HDWT860UZSVA,"
6 TB
","
$0.034
","
5400 RPM
","
256 MB
","
3.5",,
Micron 2400,//cdna.pcpartpicker.com/static/forever/images/product/ccaf68f658a1d2c75794a7db08c97461.256p.jpg,$95.00 ,"
Micron
",MTFDKBK1T0QFM-1BD1AABYYR,"
1 TB
","
$0.095
","
SSD
",N/A,"
M.2-2230
","
M.2 PCIe 4.0 X4
",No
Hitachi Ultrastar C10K900,/static/forever/img/no-image.png,$55.00 ,"
Hitachi
",HUC109090CSS600,"
900 GB
","
$0.061
","
10000 RPM
","
64 MB
","
2.5",,
Transcend MTS400,https://m.media-amazon.com/images/I/419OrvpAJPL.jpg,$143.91 ,"
Transcend
",TS256GMTS400,"
256 GB
","
$0.562
","
SSD
",N/A,"
M.2-2242
","
M.2 SATA
",No
Western Digital WDBSLA0010HNC-NRSN,//cdna.pcpartpicker.com/static/forever/images/product/3ecce7e6fe29ab370bb38d7b51b061ad.256p.jpg,$63.99 ,"
Western Digital
",WDBSLA0010HNC-NRSN,"
1 TB
","
$0.064
","
7200 RPM
",N/A,"
3.5",,
Seagate Enterprise Capacity,//cdna.pcpartpicker.com/static/forever/images/product/1a82d308e79fb756f252ff17189cedb4.256p.jpg,$195.08 ,"
Seagate
",ST6000NM0175,"
6 TB
","
$0.033
","
7200 RPM
","
256 MB
","
3.5",,
Seagate FireCuda,//cdna.pcpartpicker.com/static/forever/images/product/11361d2f26ea6a8d456b6a3cf1cf8b67.256p.jpg,$213.25 ,"
Seagate
",ZP1000GM30011,"
1 TB
","
$0.213
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No
Toshiba N300,//cdna.pcpartpicker.com/static/forever/images/product/46af9a8b48eaf3276de2a6896e9f363d.256p.jpg,$308.87 ,"
Toshiba
",HDWG11AUZSVA,"
10 TB
","
$0.031
","
7200 RPM
",N/A,"
3.5",,
Western Digital SN530,https://m.media-amazon.com/images/I/519+zM8HWRL.jpg,$323.03 ,"
Western Digital
",SDBPTPZ-1T00,"
1.024 TB
","
$0.315
","
SSD
",N/A,"
M.2-2230
","
M.2 PCIe 3.0 X4
",No
Western Digital WD Green,//cdna.pcpartpicker.com/static/forever/images/product/925134771a50368f1bbe7c6c0abc2c0b.256p.jpg,$47.00 ,"
Western Digital
",WDS120G2G0B,"
120 GB
","
$0.392
","
SSD
",N/A,"
M.2-2280
","
M.2 SATA
",No
Western Digital RE4,/static/forever/img/no-image.png,,"
Western Digital
",WD2003FYYS,"
2 TB
",N/A,"
7200 RPM
","
64 MB
","
3.5",,
Transcend MTS800,https://m.media-amazon.com/images/I/41yU+zT-o5L.jpg,$264.56 ,"
Transcend
",TS512GMTS800,"
512 GB
","
$0.517
","
SSD
",N/A,"
M.2-2280
","
M.2 SATA
",No
Seagate Enterprise Performance,//cdna.pcpartpicker.com/static/forever/images/product/8ff61be0d73a4fc9b23f0dea752810e5.256p.jpg,$214.24 ,"
Seagate
",ST1800MM0129,"
1.8 TB
","
$0.119
","
10000 RPM
","
256 MB
","
3.5",,
Toshiba S300 Pro,//cdna.pcpartpicker.com/static/forever/images/product/b5e4d30efcb4da5ae4cbd20ec2062574.256p.jpg,$229.99 ,"
Toshiba
",HDWT31AUZSVAR,"
10 TB
","
$0.023
","
7200 RPM
","
256 MB
","
3.5",,
Seagate SkyHawk AI,//cdna.pcpartpicker.com/static/forever/images/product/5b991ab8c9efb6e29fb8a3e7df489265.256p.jpg,$349.99 ,"
Seagate
",ST16000VE000,"
16 TB
","
$0.022
","
7200 RPM
","
256 MB
","
3.5",,
Silicon Power US70,//cdna.pcpartpicker.com/static/forever/images/product/ca3b048896ac8c03e0b12692c1708e20.256p.jpg,$430.59 ,"
Silicon Power
",SP01KGBP44US7005,"
1 TB
","
$0.431
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No
PNY CS900,//cdna.pcpartpicker.com/static/forever/images/product/85b08ac704742d9f1a680568b7c66230.256p.jpg,,"
PNY
",M280CS900-250-RB,"
250 GB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 SATA
",No
Toshiba N300 Pro,https://m.media-amazon.com/images/I/41x3n54YZ2L.jpg,$288.99 ,"
Toshiba
",HDWG51EXZSTB,"
14 TB
","
$0.021
","
7200 RPM
","
512 MB
","
3.5",,
Toshiba N300,//cdna.pcpartpicker.com/static/forever/images/product/f4e8bb23b24382d3005eade8f8ec69c0.256p.jpg,$346.31 ,"
Toshiba
",HDWG21EUZSVA,"
14 TB
","
$0.025
","
7200 RPM
",N/A,"
3.5",,
Fantom Drives VENOM8 PS5,https://m.media-amazon.com/images/I/415sfPrP2xL.jpg,$349.95 ,"
Fantom Drives
",VM8X40-PS5,"
4 TB
","
$0.087
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No
Addlink S91,/static/forever/img/no-image.png,$92.44 ,"
Addlink
",ad1TBS91M2P,"
1 TB
","
$0.092
","
SSD
",N/A,"
M.2-2230
","
M.2 PCIe 4.0 X4
",No
Titanium Micro TH7175,https://m.media-amazon.com/images/I/31XHKPc0uHL.jpg,$89.99 ,"
Titanium Micro
",TMNM2Q-TH7175-1TB,"
1 TB
","
$0.090
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No
Western Digital RE4-GP,https://m.media-amazon.com/images/I/51XXaBbjUzL.jpg,$226.43 ,"
Western Digital
",WD2002FYPS,"
2 TB
","
$0.113
","
5900 RPM
","
64 MB
","
3.5",,
Western Digital RE2,https://m.media-amazon.com/images/I/41vLLiUOInL.jpg,$98.95 ,"
Western Digital
",WD7500AYYS,"
750 GB
","
$0.132
","
7200 RPM
","
16 MB
","
3.5",,
Western Digital RE2-GP,https://images-na.ssl-images-amazon.com/images/I/417Twev8SGL.jpg,$58.28 ,"
Western Digital
",WD1000FYPS,"
1 TB
","
$0.058
","
7200 RPM
","
16 MB
","
3.5",,
Western Digital AV-GP,https://images-na.ssl-images-amazon.com/images/I/51yl2DEVzkL.jpg,,"
Western Digital
",WD10EVDS,"
1 TB
",N/A,"
5400 RPM
","
32 MB
","
3.5",,
Hitachi 7K1000.B,https://m.media-amazon.com/images/I/514Ua-nCJWL.jpg,,"
Hitachi
",HDT721064SLA360,"
640 GB
",N/A,"
7200 RPM
","
16 MB
","
3.5",,
Intel X25-E,https://m.media-amazon.com/images/I/11QNCFQAtBL.jpg,,"
Intel
",SSDSA2SH064G101,"
64 GB
",N/A,"
SSD
",N/A,"
2.5",,
Samsung Spinpoint F1 DT,/static/forever/img/no-image.png,,"
Samsung
",HD322HJ,"
320 GB
",N/A,"
7200 RPM
","
16 MB
","
3.5",,
OCZ Vertex 2,https://m.media-amazon.com/images/I/41KUkjZAOuL.jpg,,"
OCZ
",OCZSSD2-2VTXE480G,"
480 GB
",N/A,"
SSD
",N/A,"
2.5",,
Western Digital VelociRaptor,https://m.media-amazon.com/images/I/518fR7SmzNL.jpg,,"
Western Digital
",WD3000GLFSRTL,"
300 GB
",N/A,"
10000 RPM
","
16 MB
","
3.5",,
Seagate BarraCuda,https://images-na.ssl-images-amazon.com/images/I/41i9B0-Vv0L.jpg,,"
Seagate
",ST3160318AS,"
160 GB
",N/A,"
7200 RPM
","
8 MB
","
3.5",,
Hitachi Ultrastar,https://m.media-amazon.com/images/I/51j919QYb9L.jpg,,"
Hitachi
","0F10452, HUA722020ALA330","
2 TB
",N/A,"
7200 RPM
","
32 MB
","
3.5",,
